"sensor","value","time","id"
"HUMB",60.00,"2020-09-07 09:04:22",945759
"TCB",19.40,"2020-09-07 09:04:22",945761
"HUMB",58.00,"2020-09-07 09:34:22",945786
"TCB",19.30,"2020-09-07 09:34:22",945788
"HUMB",56.00,"2020-09-07 09:49:22",945804
"TCB",19.50,"2020-09-07 09:49:22",945806
"HUMB",54.00,"2020-09-07 10:04:22",945822
"TCB",20.60,"2020-09-07 10:04:22",945824
"HUMB",51.00,"2020-09-07 10:19:23",945840
"TCB",20.80,"2020-09-07 10:19:23",945842
"HUMB",51.00,"2020-09-07 10:34:23",945849
"TCB",20.30,"2020-09-07 10:34:23",945851
"TCB",20.20,"2020-09-07 10:49:22",945869
"HUMB",61.00,"2020-09-08 09:04:22",947343
"TCB",18.90,"2020-09-08 09:04:22",947345
"HUMB",61.00,"2020-09-08 09:19:22",947361
"TCB",19.80,"2020-09-08 09:19:22",947363
"HUMB",60.00,"2020-09-08 09:34:22",947379
"TCB",20.90,"2020-09-08 09:34:22",947381
"HUMB",52.00,"2020-09-08 09:49:22",947397
"TCB",22.60,"2020-09-08 09:49:22",947399
"HUMB",56.00,"2020-09-08 10:19:23",947424
"TCB",22.20,"2020-09-08 10:19:23",947426
"HUMB",59.00,"2020-09-08 10:34:22",947442
"TCB",22.20,"2020-09-08 10:34:22",947444
"HUMB",56.00,"2020-09-08 10:49:22",947460
"TCB",22.60,"2020-09-08 10:49:22",947462
"HUMB",59.00,"2020-09-09 09:19:22",948864
"HUMB",61.00,"2020-09-09 09:04:22",948846
"TCB",20.90,"2020-09-09 09:04:22",948848
"TCB",21.60,"2020-09-09 09:19:22",948866
"HUMB",55.00,"2020-09-09 10:04:22",948900
"TCB",23.40,"2020-09-09 10:04:22",948902
"HUMB",53.00,"2020-09-09 10:19:23",948918
"TCB",24.10,"2020-09-09 10:19:23",948920
"HUMB",54.00,"2020-09-09 10:34:23",948936
"TCB",24.50,"2020-09-09 10:34:23",948938
"HUMB",51.00,"2020-09-09 10:49:22",948945
"TCB",24.70,"2020-09-09 10:49:22",948947
"HUMB",55.00,"2020-09-11 09:04:22",952095
"HUMB",71.00,"2020-09-10 09:04:22",950547
"TCB",19.80,"2020-09-10 09:04:22",950549
"HUMB",73.00,"2020-09-10 09:19:22",950565
"TCB",19.80,"2020-09-10 09:19:22",950567
"HUMB",71.00,"2020-09-10 09:49:22",950592
"TCB",20.60,"2020-09-10 09:49:22",950594
"HUMB",70.00,"2020-09-10 10:04:22",950610
"TCB",20.80,"2020-09-10 10:04:22",950612
"HUMB",69.00,"2020-09-10 10:19:23",950628
"TCB",21.30,"2020-09-10 10:19:23",950630
"HUMB",67.00,"2020-09-10 10:34:22",950646
"TCB",21.50,"2020-09-10 10:34:22",950648
"HUMB",67.00,"2020-09-10 10:49:23",950664
"TCB",21.90,"2020-09-10 10:49:23",950666
"TCB",21.10,"2020-09-11 09:04:22",952097
"HUMB",53.00,"2020-09-11 10:19:22",952167
"TCB",22.90,"2020-09-11 10:19:22",952169
"HUMB",59.00,"2020-09-11 09:19:22",952113
"HUMB",50.00,"2020-09-11 10:34:22",952185
"TCB",22.80,"2020-09-11 10:34:22",952187
"TCB",21.40,"2020-09-11 09:19:22",952115
"HUMB",47.00,"2020-09-11 10:49:22",952203
"TCB",23.80,"2020-09-11 10:49:22",952205
"HUMB",55.00,"2020-09-11 09:34:22",952131
"TCB",22.20,"2020-09-11 09:34:22",952133
"HUMB",52.00,"2020-09-11 09:49:22",952149
"TCB",22.10,"2020-09-11 09:49:22",952151
"HUMB",62.00,"2020-09-12 09:04:22",953634
"HUMB",55.00,"2020-09-12 09:34:23",953670
"TCB",24.80,"2020-09-12 09:34:23",953672
"TCB",22.50,"2020-09-12 09:04:22",953636
"HUMB",58.00,"2020-09-12 09:49:22",953688
"TCB",25.20,"2020-09-12 09:49:22",953690
"HUMB",56.00,"2020-09-12 10:04:22",953697
"TCB",25.40,"2020-09-12 10:04:22",953699
"HUMB",55.00,"2020-09-12 10:19:23",953706
"TCB",25.40,"2020-09-12 10:19:23",953708
"HUMB",55.00,"2020-09-12 10:34:22",953715
"TCB",26.30,"2020-09-12 10:34:22",953717
"HUMB",55.00,"2020-09-12 10:49:22",953733
"TCB",26.20,"2020-09-12 10:49:22",953735
"HUMB",59.00,"2020-09-12 09:19:23",953652
"TCB",23.80,"2020-09-12 09:19:23",953654
"HUMB",54.00,"2020-09-13 10:49:22",955290
"HUMB",61.00,"2020-09-13 09:04:22",955182
"TCB",24.50,"2020-09-13 09:04:22",955184
"HUMB",60.00,"2020-09-13 09:19:22",955191
"TCB",25.30,"2020-09-13 09:19:22",955193
"HUMB",63.00,"2020-09-13 09:34:22",955209
"TCB",24.70,"2020-09-13 09:34:22",955211
"HUMB",53.00,"2020-09-13 09:49:23",955227
"TCB",26.90,"2020-09-13 09:49:23",955229
"HUMB",56.00,"2020-09-13 10:04:23",955245
"TCB",26.70,"2020-09-13 10:04:23",955247
"HUMB",56.00,"2020-09-13 10:19:22",955263
"TCB",26.60,"2020-09-13 10:19:22",955265
"HUMB",54.00,"2020-09-13 10:34:22",955272
"TCB",26.30,"2020-09-13 10:34:22",955274
"TCB",26.90,"2020-09-13 10:49:22",955292
"HUMB",52.00,"2020-09-14 10:04:23",956784
"HUMB",60.00,"2020-09-14 09:04:22",956712
"TCB",24.30,"2020-09-14 09:04:22",956714
"HUMB",56.00,"2020-09-14 09:19:22",956730
"TCB",25.40,"2020-09-14 09:19:22",956732
"HUMB",56.00,"2020-09-14 09:34:22",956748
"TCB",25.90,"2020-09-14 09:34:22",956750
"HUMB",53.00,"2020-09-14 09:49:22",956766
"TCB",26.80,"2020-09-14 09:49:22",956768
"TCB",27.20,"2020-09-14 10:04:23",956786
"HUMB",56.00,"2020-09-14 10:19:22",956802
"TCB",27.40,"2020-09-14 10:19:22",956804
"HUMB",51.00,"2020-09-14 10:34:22",956820
"TCB",27.90,"2020-09-14 10:34:22",956822
"HUMB",51.00,"2020-09-14 10:49:23",956838
"TCB",28.30,"2020-09-14 10:49:23",956840
"HUMB",60.00,"2020-09-15 09:04:22",958332
"TCB",24.70,"2020-09-15 09:04:22",958334
"HUMB",50.00,"2020-09-15 10:19:23",958404
"TCB",28.30,"2020-09-15 10:19:23",958406
"HUMB",57.00,"2020-09-15 09:19:22",958350
"HUMB",49.00,"2020-09-15 10:34:23",958422
"TCB",29.20,"2020-09-15 10:34:23",958424
"HUMB",44.00,"2020-09-15 10:49:23",958431
"TCB",29.80,"2020-09-15 10:49:23",958433
"TCB",25.60,"2020-09-15 09:19:22",958352
"HUMB",55.00,"2020-09-15 09:34:23",958368
"TCB",26.70,"2020-09-15 09:34:23",958370
"HUMB",52.00,"2020-09-15 09:49:22",958377
"TCB",27.40,"2020-09-15 09:49:22",958379
"HUMB",60.00,"2020-09-16 09:04:22",959835
"TCB",26.30,"2020-09-16 09:04:22",959837
"HUMB",59.00,"2020-09-16 09:19:22",959853
"TCB",26.20,"2020-09-16 09:19:22",959855
"HUMB",57.00,"2020-09-16 09:34:23",959871
"HUMB",52.00,"2020-09-16 10:04:22",959907
"TCB",28.20,"2020-09-16 10:04:22",959909
"TCB",26.70,"2020-09-16 09:34:23",959873
"HUMB",54.00,"2020-09-16 10:19:22",959925
"TCB",28.10,"2020-09-16 10:19:22",959927
"HUMB",55.00,"2020-09-16 09:49:22",959889
"HUMB",50.00,"2020-09-16 10:34:23",959943
"TCB",29.60,"2020-09-16 10:34:23",959945
"TCB",27.70,"2020-09-16 09:49:22",959891
"HUMB",67.00,"2020-09-17 09:04:22",961338
"HUMB",48.00,"2020-09-16 10:49:22",959961
"TCB",29.40,"2020-09-16 10:49:22",959963
"TCB",20.30,"2020-09-17 09:04:22",961340
"HUMB",64.00,"2020-09-17 09:19:23",961356
"TCB",20.80,"2020-09-17 09:19:23",961358
"HUMB",62.00,"2020-09-17 09:34:23",961365
"TCB",21.90,"2020-09-17 09:34:23",961367
"HUMB",63.00,"2020-09-17 09:49:23",961383
"TCB",21.10,"2020-09-17 09:49:23",961385
"HUMB",66.00,"2020-09-17 10:04:22",961401
"TCB",19.70,"2020-09-17 10:04:22",961403
"TCB",17.20,"2020-09-18 09:49:22",962888
"HUMB",68.00,"2020-09-17 10:19:22",961410
"TCB",18.90,"2020-09-17 10:19:22",961412
"HUMB",67.00,"2020-09-17 10:34:22",961419
"TCB",18.80,"2020-09-17 10:34:22",961421
"HUMB",68.00,"2020-09-17 10:49:23",961437
"TCB",18.20,"2020-09-17 10:49:23",961439
"HUMB",46.00,"2020-09-18 10:04:22",962904
"TCB",17.70,"2020-09-18 10:04:22",962906
"HUMB",53.00,"2020-09-18 09:04:22",962850
"HUMB",44.00,"2020-09-18 10:19:23",962922
"TCB",16.50,"2020-09-18 09:04:22",962852
"HUMB",52.00,"2020-09-18 09:19:22",962868
"TCB",16.20,"2020-09-18 09:19:22",962870
"TCB",18.10,"2020-09-18 10:19:23",962924
"HUMB",49.00,"2020-09-18 09:49:22",962886
"HUMB",45.00,"2020-09-18 10:34:22",962940
"TCB",18.10,"2020-09-18 10:34:22",962942
"HUMB",40.00,"2020-09-18 10:49:22",962958
"TCB",18.80,"2020-09-18 10:49:22",962960
"HUMB",50.00,"2020-09-19 09:34:23",964398
"TCB",18.30,"2020-09-19 09:34:23",964400
"HUMB",46.00,"2020-09-19 09:49:22",964416
"TCB",19.40,"2020-09-19 09:49:22",964418
"HUMB",47.00,"2020-09-19 10:04:22",964434
"TCB",19.50,"2020-09-19 10:04:22",964436
"HUMB",51.00,"2020-09-19 10:19:22",964452
"HUMB",54.00,"2020-09-19 09:04:23",964362
"TCB",17.80,"2020-09-19 09:04:23",964364
"TCB",20.20,"2020-09-19 10:19:22",964454
"HUMB",45.00,"2020-09-19 10:34:23",964470
"HUMB",53.00,"2020-09-19 09:19:23",964380
"TCB",17.20,"2020-09-19 09:19:23",964382
"TCB",21.10,"2020-09-19 10:34:23",964472
"HUMB",41.00,"2020-09-19 10:49:22",964488
"TCB",21.20,"2020-09-19 10:49:22",964490
"HUMB",62.00,"2020-09-20 09:04:22",965964
"TCB",17.30,"2020-09-20 09:04:22",965966
"HUMB",62.00,"2020-09-20 09:19:22",965982
"TCB",18.30,"2020-09-20 09:19:22",965984
"HUMB",55.00,"2020-09-20 09:34:23",966000
"TCB",19.50,"2020-09-20 09:34:23",966002
"HUMB",58.00,"2020-09-21 09:04:22",967566
"HUMB",50.00,"2020-09-20 09:49:22",966018
"TCB",20.60,"2020-09-20 09:49:22",966020
"HUMB",51.00,"2020-09-20 10:04:22",966036
"TCB",20.50,"2020-09-20 10:04:22",966038
"HUMB",48.00,"2020-09-20 10:19:23",966054
"TCB",22.20,"2020-09-20 10:19:23",966056
"HUMB",45.00,"2020-09-20 10:34:22",966072
"TCB",22.60,"2020-09-20 10:34:22",966074
"HUMB",51.00,"2020-09-20 10:49:22",966090
"TCB",23.50,"2020-09-20 10:49:22",966092
"TCB",19.90,"2020-09-21 09:04:22",967568
"HUMB",56.00,"2020-09-21 09:19:23",967584
"TCB",20.50,"2020-09-21 09:19:23",967586
"HUMB",53.00,"2020-09-21 09:34:23",967593
"HUMB",47.00,"2020-09-21 10:19:22",967638
"TCB",23.70,"2020-09-21 10:19:22",967640
"TCB",22.10,"2020-09-21 09:34:23",967595
"HUMB",45.00,"2020-09-21 10:34:22",967656
"TCB",24.20,"2020-09-21 10:34:22",967658
"HUMB",46.00,"2020-09-21 10:49:22",967674
"TCB",25.20,"2020-09-21 10:49:22",967676
"HUMB",51.00,"2020-09-21 09:49:23",967611
"TCB",22.50,"2020-09-21 09:49:23",967613
"HUMB",49.00,"2020-09-21 10:04:22",967620
"TCB",23.30,"2020-09-21 10:04:22",967622
"HUMB",49.00,"2020-09-22 09:04:22",969078
"HUMB",40.00,"2020-09-22 10:04:23",969132
"TCB",25.20,"2020-09-22 10:04:23",969134
"HUMB",39.00,"2020-09-22 10:19:23",969150
"TCB",25.70,"2020-09-22 10:19:23",969152
"HUMB",42.00,"2020-09-22 10:34:22",969159
"TCB",25.50,"2020-09-22 10:34:22",969161
"HUMB",39.00,"2020-09-22 10:49:22",969177
"TCB",25.80,"2020-09-22 10:49:22",969179
"TCB",23.30,"2020-09-22 09:04:22",969080
"HUMB",45.00,"2020-09-22 09:19:22",969087
"TCB",23.50,"2020-09-22 09:19:22",969089
"HUMB",43.00,"2020-09-22 09:34:22",969105
"TCB",24.10,"2020-09-22 09:34:22",969107
"HUMB",54.00,"2020-09-23 09:04:23",970620
"TCB",23.10,"2020-09-23 09:04:23",970622
"HUMB",57.00,"2020-09-23 09:19:22",970638
"TCB",22.70,"2020-09-23 09:19:22",970640
"HUMB",55.00,"2020-09-23 09:34:22",970656
"TCB",22.90,"2020-09-23 09:34:22",970658
"HUMB",54.00,"2020-09-23 09:49:22",970674
"TCB",23.40,"2020-09-23 09:49:22",970676
"HUMB",59.00,"2020-09-23 10:04:23",970692
"TCB",21.70,"2020-09-23 10:04:23",970694
"HUMB",53.00,"2020-09-23 10:19:22",970710
"TCB",23.70,"2020-09-23 10:19:22",970712
"HUMB",53.00,"2020-09-23 10:34:22",970728
"TCB",24.10,"2020-09-23 10:34:22",970730
"HUMB",54.00,"2020-09-23 10:49:22",970737
"HUMB",94.00,"2020-09-24 09:04:22",972204
"TCB",23.80,"2020-09-23 10:49:22",970739
"TCB",19.30,"2020-09-24 09:04:22",972206
"HUMB",83.00,"2020-09-24 09:19:23",972222
"TCB",19.90,"2020-09-24 09:19:23",972224
"HUMB",78.00,"2020-09-24 09:34:22",972240
"TCB",21.10,"2020-09-24 09:34:22",972242
"HUMB",78.00,"2020-09-24 09:49:23",972258
"TCB",21.40,"2020-09-24 09:49:23",972260
"HUMB",77.00,"2020-09-24 10:04:22",972276
"TCB",21.50,"2020-09-24 10:04:22",972278
"HUMB",78.00,"2020-09-24 10:19:23",972294
"TCB",21.30,"2020-09-24 10:19:23",972296
"HUMB",68.00,"2020-09-24 10:49:22",972330
"TCB",24.10,"2020-09-24 10:49:22",972332
"HUMB",70.00,"2020-09-24 10:34:23",972312
"TCB",22.70,"2020-09-24 10:34:23",972314
"HUMB",100.00,"2020-09-25 09:34:23",973833
"HUMB",100.00,"2020-09-25 09:04:23",973797
"TCB",16.10,"2020-09-25 09:04:23",973799
"TCB",16.70,"2020-09-25 09:34:23",973835
"HUMB",100.00,"2020-09-25 09:04:23",973806
"TCB",16.10,"2020-09-25 09:04:23",973808
"HUMB",100.00,"2020-09-25 09:49:22",973851
"HUMB",100.00,"2020-09-25 09:19:22",973815
"TCB",16.40,"2020-09-25 09:19:22",973817
"TCB",16.20,"2020-09-25 09:49:22",973853
"HUMB",100.00,"2020-09-25 10:04:22",973869
"TCB",16.20,"2020-09-25 10:04:22",973871
"HUMB",100.00,"2020-09-25 10:19:23",973878
"TCB",16.10,"2020-09-25 10:19:23",973880
"HUMB",100.00,"2020-09-25 10:34:23",973896
"TCB",16.30,"2020-09-25 10:34:23",973898
"HUMB",100.00,"2020-09-25 10:49:22",973914
"TCB",16.30,"2020-09-25 10:49:22",973916
"HUMB",100.00,"2020-09-26 09:04:22",975345
"TCB",8.90,"2020-09-26 09:04:22",975347
"HUMB",100.00,"2020-09-26 09:19:22",975363
"TCB",9.40,"2020-09-26 09:19:22",975365
"HUMB",100.00,"2020-09-26 09:34:23",975381
"TCB",9.90,"2020-09-26 09:34:23",975383
"HUMB",100.00,"2020-09-26 10:04:22",975399
"TCB",10.40,"2020-09-26 10:49:22",975446
"TCB",9.80,"2020-09-26 10:04:22",975401
"HUMB",100.00,"2020-09-26 10:19:22",975408
"TCB",9.80,"2020-09-26 10:19:22",975410
"HUMB",100.00,"2020-09-26 10:34:22",975426
"TCB",9.90,"2020-09-26 10:34:22",975428
"HUMB",100.00,"2020-09-26 10:49:22",975444
"HUMB",70.00,"2020-09-27 09:04:22",976875
"TCB",11.50,"2020-09-27 09:04:22",976877
"HUMB",71.00,"2020-09-27 09:19:23",976893
"TCB",11.40,"2020-09-27 09:19:23",976895
"HUMB",70.00,"2020-09-27 09:34:23",976911
"TCB",11.70,"2020-09-27 09:34:23",976913
"HUMB",67.00,"2020-09-27 09:49:22",976929
"HUMB",66.00,"2020-09-27 10:19:22",976947
"TCB",13.10,"2020-09-27 10:19:22",976949
"TCB",12.70,"2020-09-27 09:49:22",976931
"HUMB",100.00,"2020-09-28 09:34:23",978441
"HUMB",64.00,"2020-09-27 10:34:23",976965
"TCB",12.90,"2020-09-27 10:34:23",976967
"HUMB",65.00,"2020-09-27 10:49:23",976983
"TCB",13.20,"2020-09-27 10:49:23",976985
"HUMB",100.00,"2020-09-28 09:04:23",978405
"TCB",9.50,"2020-09-28 09:04:23",978407
"HUMB",100.00,"2020-09-28 09:19:22",978423
"TCB",9.50,"2020-09-28 09:19:22",978425
"TCB",9.70,"2020-09-28 09:34:23",978443
"HUMB",100.00,"2020-09-28 09:49:22",978459
"TCB",9.60,"2020-09-28 09:49:22",978461
"HUMB",100.00,"2020-09-28 10:19:22",978486
"TCB",10.40,"2020-09-28 10:19:22",978488
"HUMB",100.00,"2020-09-28 10:34:22",978504
"TCB",10.70,"2020-09-28 10:34:22",978506
"HUMB",100.00,"2020-09-28 10:49:22",978522
"TCB",11.20,"2020-09-28 10:49:22",978524
"HUMB",100.00,"2020-09-29 09:04:23",979944
"TCB",12.90,"2020-09-29 09:04:23",979946
"HUMB",100.00,"2020-09-29 09:34:23",979962
"TCB",13.60,"2020-09-29 09:34:23",979964
"HUMB",100.00,"2020-09-29 09:49:23",979980
"TCB",14.40,"2020-09-29 09:49:23",979982
"HUMB",100.00,"2020-09-29 10:04:23",979998
"TCB",13.90,"2020-09-29 10:04:23",980000
"HUMB",88.00,"2020-09-29 10:19:23",980016
"TCB",14.20,"2020-09-29 10:19:23",980018
"HUMB",84.00,"2020-09-29 10:34:22",980034
"TCB",14.10,"2020-09-29 10:34:22",980036
"HUMB",85.00,"2020-09-29 10:49:22",980052
"TCB",13.70,"2020-09-29 10:49:22",980054
"HUMB",79.00,"2020-09-30 09:04:23",981492
"HUMB",76.00,"2020-09-30 10:04:23",981564
"TCB",17.30,"2020-09-30 10:04:23",981566
"TCB",16.30,"2020-09-30 09:04:23",981494
"HUMB",76.00,"2020-09-30 10:19:23",981582
"TCB",17.40,"2020-09-30 10:19:23",981584
"HUMB",79.00,"2020-09-30 09:19:22",981510
"HUMB",80.00,"2020-09-30 10:34:23",981591
"TCB",15.90,"2020-09-30 10:34:23",981593
"TCB",16.50,"2020-09-30 09:19:22",981512
"HUMB",75.00,"2020-09-30 10:49:22",981609
"TCB",17.30,"2020-09-30 10:49:22",981611
"HUMB",76.00,"2020-09-30 09:34:23",981528
"TCB",17.10,"2020-09-30 09:34:23",981530
"HUMB",77.00,"2020-09-30 09:49:23",981546
"TCB",16.50,"2020-09-30 09:49:23",981548
"HUMB",88.00,"2020-10-01 09:04:23",983004
"TCB",13.70,"2020-10-01 09:04:23",983006
"HUMB",88.00,"2020-10-01 10:04:23",983076
"TCB",14.20,"2020-10-01 10:04:23",983078
"HUMB",84.00,"2020-10-01 10:19:23",983085
"TCB",15.40,"2020-10-01 10:19:23",983087
"HUMB",79.00,"2020-10-01 10:49:23",983112
"HUMB",89.00,"2020-10-01 09:19:22",983022
"TCB",15.80,"2020-10-01 10:49:23",983114
"TCB",13.60,"2020-10-01 09:19:22",983024
"HUMB",90.00,"2020-10-01 09:34:22",983040
"TCB",13.60,"2020-10-01 09:34:22",983042
"HUMB",88.00,"2020-10-01 09:49:22",983058
"TCB",13.70,"2020-10-01 09:49:22",983060
"HUMB",72.00,"2020-10-02 10:49:22",984705
"HUMB",100.00,"2020-10-02 09:04:22",984588
"TCB",14.40,"2020-10-02 09:04:22",984590
"HUMB",100.00,"2020-10-02 09:19:23",984606
"TCB",13.90,"2020-10-02 09:19:23",984608
"HUMB",100.00,"2020-10-02 09:34:22",984624
"TCB",14.20,"2020-10-02 09:34:22",984626
"HUMB",100.00,"2020-10-02 09:49:22",984642
"TCB",15.40,"2020-10-02 09:49:22",984644
"HUMB",100.00,"2020-10-02 10:04:22",984660
"TCB",16.90,"2020-10-02 10:04:22",984662
"HUMB",82.00,"2020-10-02 10:19:23",984678
"TCB",17.50,"2020-10-02 10:19:23",984680
"TCB",18.40,"2020-10-02 10:49:22",984707
"HUMB",58.00,"2020-10-03 09:04:22",986199
"TCB",22.70,"2020-10-03 09:04:22",986201
"HUMB",56.00,"2020-10-03 09:19:22",986217
"TCB",22.80,"2020-10-03 09:19:22",986219
"HUMB",58.00,"2020-10-03 09:34:23",986235
"TCB",22.60,"2020-10-03 09:34:23",986237
"HUMB",56.00,"2020-10-03 09:49:22",986244
"TCB",24.70,"2020-10-03 10:49:22",986318
"TCB",23.20,"2020-10-03 09:49:22",986246
"HUMB",56.00,"2020-10-03 10:04:23",986262
"TCB",23.50,"2020-10-03 10:04:23",986264
"HUMB",57.00,"2020-10-03 10:19:23",986280
"TCB",23.40,"2020-10-03 10:19:23",986282
"HUMB",57.00,"2020-10-03 10:34:22",986298
"TCB",23.70,"2020-10-03 10:34:22",986300
"HUMB",53.00,"2020-10-03 10:49:22",986316
"HUMB",100.00,"2020-10-04 09:04:23",987747
"TCB",14.40,"2020-10-04 09:04:23",987749
"HUMB",100.00,"2020-10-04 09:19:22",987765
"TCB",15.90,"2020-10-04 09:19:22",987767
"HUMB",100.00,"2020-10-04 09:34:23",987783
"TCB",14.40,"2020-10-04 09:34:23",987785
"HUMB",100.00,"2020-10-04 09:49:22",987801
"HUMB",98.00,"2020-10-04 10:04:23",987819
"TCB",17.20,"2020-10-04 10:04:23",987821
"TCB",15.40,"2020-10-04 09:49:22",987803
"HUMB",95.00,"2020-10-04 10:19:22",987837
"TCB",18.40,"2020-10-04 10:19:22",987839
"HUMB",61.00,"2020-10-05 09:04:23",989331
"HUMB",73.00,"2020-10-04 10:34:23",987846
"TCB",20.20,"2020-10-04 10:34:23",987848
"TCB",19.80,"2020-10-05 09:04:23",989333
"HUMB",65.00,"2020-10-05 09:19:22",989349
"TCB",18.40,"2020-10-05 09:19:22",989351
"HUMB",59.00,"2020-10-05 10:49:23",989448
"HUMB",62.00,"2020-10-05 09:34:22",989367
"TCB",20.70,"2020-10-05 10:49:23",989450
"TCB",18.80,"2020-10-05 09:34:22",989369
"HUMB",61.00,"2020-10-05 09:49:22",989385
"TCB",19.80,"2020-10-05 09:49:22",989387
"HUMB",58.00,"2020-10-05 10:19:22",989412
"TCB",20.20,"2020-10-05 10:19:22",989414
"HUMB",60.00,"2020-10-05 10:34:23",989430
"TCB",20.20,"2020-10-05 10:34:23",989432
"HUMB",52.00,"2020-10-06 10:49:23",998873
"HUMB",63.00,"2020-10-06 09:04:23",998747
"TCB",16.90,"2020-10-06 09:04:23",998749
"HUMB",63.00,"2020-10-06 09:19:22",998765
"TCB",17.30,"2020-10-06 09:19:22",998767
"TCB",19.90,"2020-10-06 10:49:23",998875
"HUMB",70.00,"2020-10-07 09:04:22",1000322
"HUMB",64.00,"2020-10-06 09:34:22",998783
"TCB",17.20,"2020-10-06 09:34:22",998785
"HUMB",61.00,"2020-10-06 09:49:23",998801
"TCB",17.80,"2020-10-06 09:49:23",998803
"HUMB",58.00,"2020-10-06 10:04:23",998819
"TCB",18.50,"2020-10-06 10:04:23",998821
"HUMB",54.00,"2020-10-06 10:19:23",998837
"TCB",19.30,"2020-10-06 10:19:23",998839
"HUMB",56.00,"2020-10-06 10:34:23",998855
"TCB",19.80,"2020-10-06 10:34:23",998857
"HUMB",61.00,"2020-10-07 09:34:23",1000358
"TCB",17.90,"2020-10-07 09:34:23",1000360
"HUMB",64.00,"2020-10-07 09:49:23",1000376
"TCB",16.80,"2020-10-07 09:49:23",1000378
"HUMB",61.00,"2020-10-07 10:04:23",1000394
"TCB",16.60,"2020-10-07 10:04:23",1000396
"TCB",16.50,"2020-10-07 09:04:22",1000324
"HUMB",66.00,"2020-10-07 09:19:22",1000340
"HUMB",71.00,"2020-10-07 10:19:23",1000412
"TCB",15.70,"2020-10-07 10:19:23",1000414
"HUMB",67.00,"2020-10-07 10:34:22",1000430
"TCB",15.90,"2020-10-07 10:34:22",1000432
"TCB",17.10,"2020-10-07 09:19:22",1000342
"HUMB",66.00,"2020-10-08 09:04:23",1001879
"HUMB",59.00,"2020-10-08 09:34:23",1001915
"TCB",17.30,"2020-10-08 09:34:23",1001917
"HUMB",58.00,"2020-10-08 09:49:22",1001933
"TCB",17.30,"2020-10-08 09:49:22",1001935
"TCB",15.90,"2020-10-08 09:04:23",1001881
"HUMB",55.00,"2020-10-08 10:04:23",1001951
"TCB",19.30,"2020-10-08 10:04:23",1001953
"HUMB",63.00,"2020-10-08 09:19:22",1001897
"HUMB",56.00,"2020-10-08 10:19:22",1001969
"TCB",17.80,"2020-10-08 10:19:22",1001971
"TCB",16.30,"2020-10-08 09:19:22",1001899
"HUMB",55.00,"2020-10-08 10:34:23",1001987
"TCB",18.90,"2020-10-08 10:34:23",1001989
"HUMB",66.00,"2020-10-09 10:49:23",1003535
"HUMB",53.00,"2020-10-08 10:49:23",1002005
"TCB",18.50,"2020-10-08 10:49:23",1002007
"HUMB",71.00,"2020-10-09 09:04:23",1003418
"TCB",15.60,"2020-10-09 09:04:23",1003420
"HUMB",70.00,"2020-10-09 09:19:23",1003436
"TCB",15.80,"2020-10-09 09:19:23",1003438
"HUMB",71.00,"2020-10-09 09:34:23",1003454
"TCB",15.20,"2020-10-09 09:34:23",1003456
"HUMB",73.00,"2020-10-09 09:49:22",1003472
"TCB",15.50,"2020-10-09 09:49:22",1003474
"HUMB",67.00,"2020-10-09 10:04:23",1003490
"TCB",16.80,"2020-10-09 10:04:23",1003492
"TCB",17.70,"2020-10-09 10:49:23",1003537
"HUMB",64.00,"2020-10-09 10:34:23",1003517
"TCB",17.90,"2020-10-09 10:34:23",1003519
"HUMB",79.00,"2020-10-10 09:49:22",1005038
"TCB",16.50,"2020-10-10 09:49:22",1005040
"HUMB",80.00,"2020-10-10 10:04:22",1005056
"TCB",15.80,"2020-10-10 10:04:22",1005058
"HUMB",75.00,"2020-10-10 10:19:22",1005074
"TCB",17.80,"2020-10-10 10:19:22",1005076
"HUMB",72.00,"2020-10-10 10:34:23",1005092
"HUMB",85.00,"2020-10-10 09:04:23",1004984
"TCB",14.60,"2020-10-10 09:04:23",1004986
"HUMB",81.00,"2020-10-10 09:19:22",1005002
"TCB",15.60,"2020-10-10 09:19:22",1005004
"TCB",19.10,"2020-10-10 10:34:23",1005094
"HUMB",70.00,"2020-10-10 10:49:22",1005110
"HUMB",79.00,"2020-10-10 09:34:22",1005020
"TCB",16.30,"2020-10-10 09:34:22",1005022
"TCB",19.50,"2020-10-10 10:49:22",1005112
"HUMB",77.00,"2020-10-11 09:19:22",1006532
"TCB",12.70,"2020-10-11 09:19:22",1006534
"HUMB",77.00,"2020-10-11 09:04:23",1006514
"TCB",12.40,"2020-10-11 09:04:23",1006516
"HUMB",75.00,"2020-10-11 09:34:23",1006550
"TCB",12.40,"2020-10-11 09:34:23",1006552
"HUMB",71.00,"2020-10-11 09:49:23",1006568
"TCB",12.60,"2020-10-11 09:49:23",1006570
"HUMB",73.00,"2020-10-11 10:04:22",1006586
"TCB",12.90,"2020-10-11 10:04:22",1006588
"HUMB",70.00,"2020-10-11 10:19:23",1006604
"TCB",12.80,"2020-10-11 10:19:23",1006606
"HUMB",75.00,"2020-10-11 10:34:23",1006622
"TCB",11.80,"2020-10-11 10:34:23",1006624
"HUMB",75.00,"2020-10-11 10:49:23",1006640
"TCB",11.50,"2020-10-11 10:49:23",1006642
"HUMB",100.00,"2020-10-12 09:34:22",1008035
