"sensor","value","time","id"
"TCB",21.10,"2020-06-09 09:04:21",741154
"HUMB",57.00,"2020-06-09 09:19:22",741170
"TCB",21.30,"2020-06-09 09:19:22",741172
"HUMB",61.00,"2020-06-09 09:34:21",741188
"TCB",20.40,"2020-06-09 09:34:21",741190
"HUMB",56.00,"2020-06-09 10:04:21",741215
"TCB",21.10,"2020-06-09 10:04:21",741217
"HUMB",64.00,"2020-06-09 10:49:21",741251
"TCB",19.40,"2020-06-09 10:49:21",741253
"HUMB",82.00,"2020-06-10 10:19:21",742883
"HUMB",76.00,"2020-06-10 09:04:21",742793
"TCB",17.50,"2020-06-10 10:19:21",742885
"TCB",17.50,"2020-06-10 09:04:21",742795
"HUMB",80.00,"2020-06-10 10:34:21",742901
"HUMB",76.00,"2020-06-10 09:19:21",742811
"TCB",17.50,"2020-06-10 09:19:21",742813
"HUMB",76.00,"2020-06-10 09:34:21",742829
"TCB",17.40,"2020-06-10 09:34:21",742831
"TCB",18.20,"2020-06-10 10:34:21",742903
"HUMB",80.00,"2020-06-10 10:49:22",742919
"HUMB",82.00,"2020-06-10 09:49:21",742847
"TCB",17.30,"2020-06-10 09:49:21",742849
"HUMB",87.00,"2020-06-10 10:04:21",742865
"TCB",16.60,"2020-06-10 10:04:21",742867
"TCB",17.80,"2020-06-10 10:49:22",742921
"HUMB",55.00,"2020-06-11 09:04:21",744512
"HUMB",51.00,"2020-06-11 09:34:21",744539
"TCB",25.70,"2020-06-11 09:34:21",744541
"HUMB",53.00,"2020-06-11 09:49:21",744557
"TCB",25.10,"2020-06-11 09:49:21",744559
"TCB",24.60,"2020-06-11 09:04:21",744514
"HUMB",54.00,"2020-06-11 10:49:21",755837
"HUMB",54.00,"2020-06-11 10:19:21",744584
"TCB",25.90,"2020-06-11 10:19:21",744586
"HUMB",51.00,"2020-06-11 10:34:21",744602
"TCB",25.70,"2020-06-11 10:34:21",744604
"TCB",25.70,"2020-06-11 10:49:21",755839
"HUMB",54.00,"2020-06-12 09:04:21",758082
"TCB",27.70,"2020-06-12 09:04:21",758084
"HUMB",58.00,"2020-06-12 10:34:21",758238
"HUMB",54.00,"2020-06-12 09:19:22",758108
"TCB",27.80,"2020-06-12 09:19:22",758110
"TCB",27.10,"2020-06-12 10:34:21",758240
"HUMB",57.00,"2020-06-12 09:34:21",758134
"TCB",26.60,"2020-06-12 09:34:21",758136
"HUMB",51.00,"2020-06-12 10:49:21",758253
"HUMB",60.00,"2020-06-12 09:49:21",758160
"TCB",25.70,"2020-06-12 09:49:21",758162
"TCB",27.30,"2020-06-12 10:49:21",758255
"HUMB",53.00,"2020-06-13 10:04:21",760664
"HUMB",54.00,"2020-06-12 10:04:21",758186
"TCB",28.20,"2020-06-12 10:04:21",758188
"HUMB",57.00,"2020-06-12 10:19:21",758212
"TCB",26.50,"2020-06-12 10:19:21",758214
"HUMB",58.00,"2020-06-13 09:04:21",760569
"TCB",27.90,"2020-06-13 09:04:21",760571
"TCB",29.60,"2020-06-13 10:04:21",760666
"HUMB",55.00,"2020-06-13 10:19:21",760687
"HUMB",57.00,"2020-06-13 09:19:21",760595
"TCB",27.10,"2020-06-13 09:19:21",760597
"HUMB",58.00,"2020-06-13 09:34:21",760621
"TCB",28.90,"2020-06-13 09:34:21",760623
"HUMB",53.00,"2020-06-13 09:49:22",760638
"TCB",29.10,"2020-06-13 09:49:22",760640
"TCB",30.40,"2020-06-13 10:19:21",760689
"HUMB",52.00,"2020-06-13 10:34:21",760713
"TCB",31.30,"2020-06-13 10:34:21",760715
"HUMB",47.00,"2020-06-13 10:49:21",760742
"TCB",31.20,"2020-06-13 10:49:21",760744
"HUMB",60.00,"2020-06-14 09:49:21",763218
"TCB",26.50,"2020-06-14 09:49:21",763220
"HUMB",64.00,"2020-06-14 09:04:21",763140
"TCB",26.20,"2020-06-14 09:04:21",763142
"HUMB",59.00,"2020-06-14 10:04:21",763244
"HUMB",62.00,"2020-06-14 09:19:21",763166
"TCB",26.70,"2020-06-14 09:19:21",763168
"TCB",26.50,"2020-06-14 10:04:21",763246
"HUMB",62.00,"2020-06-14 10:19:21",763270
"HUMB",62.00,"2020-06-14 09:34:21",763192
"TCB",26.60,"2020-06-14 09:34:21",763194
"TCB",26.20,"2020-06-14 10:19:21",763272
"HUMB",61.00,"2020-06-14 10:34:21",763287
"TCB",25.70,"2020-06-14 10:34:21",763289
"HUMB",62.00,"2020-06-14 10:49:21",763313
"TCB",25.80,"2020-06-14 10:49:21",763315
"HUMB",42.00,"2020-06-15 09:49:21",765507
"TCB",24.60,"2020-06-15 09:49:21",765509
"HUMB",46.00,"2020-06-15 09:04:21",765429
"TCB",23.80,"2020-06-15 09:04:21",765431
"HUMB",48.00,"2020-06-15 09:19:21",765455
"TCB",22.50,"2020-06-15 09:19:21",765457
"HUMB",45.00,"2020-06-15 09:34:21",765476
"TCB",23.30,"2020-06-15 09:34:21",765478
"HUMB",45.00,"2020-06-15 10:04:22",765533
"TCB",23.80,"2020-06-15 10:04:22",765535
"HUMB",44.00,"2020-06-15 10:19:21",765559
"TCB",24.60,"2020-06-15 10:19:21",765561
"HUMB",44.00,"2020-06-15 10:34:21",765585
"TCB",23.60,"2020-06-15 10:34:21",765587
"HUMB",42.00,"2020-06-15 10:49:21",765602
"TCB",24.50,"2020-06-15 10:49:21",765604
"HUMB",45.00,"2020-06-16 10:19:21",767956
"HUMB",43.00,"2020-06-16 09:04:21",767817
"TCB",25.10,"2020-06-16 09:04:21",767819
"HUMB",44.00,"2020-06-16 09:19:21",767843
"TCB",25.30,"2020-06-16 09:19:21",767845
"TCB",24.80,"2020-06-16 10:19:21",767958
"HUMB",41.00,"2020-06-16 10:34:21",767982
"HUMB",42.00,"2020-06-16 09:34:21",767869
"TCB",25.60,"2020-06-16 09:34:21",767871
"HUMB",46.00,"2020-06-16 09:49:21",767895
"TCB",23.60,"2020-06-16 09:49:21",767897
"TCB",25.50,"2020-06-16 10:34:21",767984
"HUMB",43.00,"2020-06-16 10:49:21",768004
"HUMB",44.00,"2020-06-16 10:04:21",767921
"TCB",23.30,"2020-06-16 10:04:21",767923
"TCB",25.40,"2020-06-16 10:49:21",768006
"HUMB",97.00,"2020-06-17 09:49:21",770955
"HUMB",98.00,"2020-06-17 09:04:21",770868
"TCB",17.50,"2020-06-17 09:04:21",770870
"HUMB",97.00,"2020-06-17 09:19:21",770903
"TCB",17.60,"2020-06-17 09:19:21",770905
"TCB",18.10,"2020-06-17 09:49:21",770957
"HUMB",97.00,"2020-06-17 09:34:21",770929
"TCB",17.90,"2020-06-17 09:34:21",770931
"HUMB",95.00,"2020-06-17 10:04:21",770981
"TCB",18.10,"2020-06-17 10:04:21",770983
"HUMB",93.00,"2020-06-17 10:19:22",771007
"TCB",18.90,"2020-06-17 10:19:22",771009
"HUMB",76.00,"2020-06-17 10:34:21",771025
"TCB",21.30,"2020-06-17 10:34:21",771027
"HUMB",70.00,"2020-06-17 10:49:22",771043
"TCB",22.20,"2020-06-17 10:49:22",771045
"HUMB",100.00,"2020-06-18 09:04:21",772564
"HUMB",100.00,"2020-06-18 09:19:21",772582
"TCB",18.60,"2020-06-18 09:19:21",772584
"HUMB",100.00,"2020-06-18 09:34:21",772600
"TCB",18.50,"2020-06-18 09:34:21",772602
"TCB",18.80,"2020-06-18 09:04:21",772566
"HUMB",74.00,"2020-06-19 10:34:21",774646
"HUMB",100.00,"2020-06-18 09:49:21",772618
"TCB",18.80,"2020-06-18 09:49:21",772620
"HUMB",100.00,"2020-06-18 10:19:21",772645
"TCB",19.20,"2020-06-18 10:19:21",772647
"HUMB",100.00,"2020-06-18 10:34:21",772663
"TCB",19.90,"2020-06-18 10:34:21",772665
"HUMB",87.00,"2020-06-18 10:49:21",772681
"TCB",20.50,"2020-06-18 10:49:21",772683
"HUMB",98.00,"2020-06-19 09:04:21",774547
"TCB",18.30,"2020-06-19 09:04:21",774549
"HUMB",100.00,"2020-06-19 09:19:22",774565
"TCB",18.30,"2020-06-19 09:19:22",774567
"HUMB",97.00,"2020-06-19 09:34:22",774583
"TCB",18.40,"2020-06-19 09:34:22",774585
"TCB",21.90,"2020-06-19 10:34:21",774648
"HUMB",74.00,"2020-06-19 10:49:21",774664
"HUMB",81.00,"2020-06-19 09:49:22",774601
"TCB",21.50,"2020-06-19 09:49:22",774603
"HUMB",74.00,"2020-06-19 10:04:21",774619
"TCB",21.10,"2020-06-19 10:04:21",774621
"HUMB",78.00,"2020-06-19 10:19:22",774628
"TCB",21.10,"2020-06-19 10:49:21",774666
"TCB",20.20,"2020-06-19 10:19:22",774630
"TCB",16.40,"2020-06-20 09:34:21",776115
"HUMB",100.00,"2020-06-20 09:49:21",776131
"TCB",16.60,"2020-06-20 09:49:21",776133
"HUMB",100.00,"2020-06-20 10:04:21",776149
"HUMB",100.00,"2020-06-20 09:04:22",776077
"TCB",15.80,"2020-06-20 09:04:22",776079
"HUMB",100.00,"2020-06-20 09:19:21",776095
"TCB",15.80,"2020-06-20 09:19:21",776097
"TCB",16.40,"2020-06-20 10:04:21",776151
"HUMB",100.00,"2020-06-20 10:19:21",776167
"HUMB",100.00,"2020-06-20 09:34:21",776113
"TCB",16.60,"2020-06-20 10:19:21",776169
"HUMB",100.00,"2020-06-20 10:49:21",776194
"TCB",17.40,"2020-06-20 10:49:21",776196
"HUMB",100.00,"2020-06-21 09:04:21",777625
"TCB",16.80,"2020-06-21 09:04:21",777627
"HUMB",100.00,"2020-06-21 09:19:21",777652
"TCB",17.10,"2020-06-21 09:19:21",777654
"HUMB",100.00,"2020-06-21 10:04:21",777715
"HUMB",100.00,"2020-06-21 09:34:21",777679
"TCB",17.10,"2020-06-21 10:04:21",777717
"HUMB",100.00,"2020-06-21 10:19:21",777733
"TCB",18.10,"2020-06-21 10:19:21",777735
"TCB",16.70,"2020-06-21 09:34:21",777681
"HUMB",100.00,"2020-06-21 10:34:21",777751
"TCB",18.10,"2020-06-21 10:34:21",777753
"HUMB",100.00,"2020-06-21 09:49:21",777697
"TCB",17.40,"2020-06-21 09:49:21",777699
"HUMB",59.00,"2020-06-22 09:04:21",780614
"TCB",21.10,"2020-06-22 09:04:21",780616
"HUMB",48.00,"2020-06-22 09:19:21",780640
"TCB",24.30,"2020-06-22 09:19:21",780642
"HUMB",50.00,"2020-06-22 10:04:21",780718
"TCB",22.30,"2020-06-22 10:04:21",780720
"HUMB",53.00,"2020-06-22 09:34:21",780675
"HUMB",50.00,"2020-06-22 10:19:21",780744
"TCB",21.90,"2020-06-22 10:19:21",780746
"TCB",22.50,"2020-06-22 09:34:21",780677
"HUMB",48.00,"2020-06-22 10:34:21",780770
"TCB",24.50,"2020-06-22 10:34:21",780772
"HUMB",51.00,"2020-06-22 09:49:21",780692
"HUMB",47.00,"2020-06-22 10:49:21",780796
"TCB",23.80,"2020-06-22 10:49:21",780798
"TCB",22.10,"2020-06-22 09:49:21",780694
"HUMB",41.00,"2020-06-23 09:04:22",783382
"TCB",23.60,"2020-06-23 09:04:22",783384
"HUMB",41.00,"2020-06-23 09:19:21",783400
"TCB",23.80,"2020-06-23 09:19:21",783402
"HUMB",41.00,"2020-06-23 09:49:21",783427
"TCB",22.80,"2020-06-23 10:19:21",783456
"HUMB",43.00,"2020-06-23 10:34:21",783472
"TCB",23.40,"2020-06-23 10:34:21",783474
"TCB",24.60,"2020-06-23 09:49:21",783429
"HUMB",42.00,"2020-06-23 10:19:21",783454
"HUMB",43.00,"2020-06-23 10:49:21",783490
"TCB",23.60,"2020-06-23 10:49:21",783492
"HUMB",62.00,"2020-06-24 09:04:21",785209
"TCB",20.60,"2020-06-24 09:04:21",785211
"HUMB",63.00,"2020-06-24 09:19:21",785227
"TCB",20.50,"2020-06-24 09:19:21",785229
"HUMB",90.00,"2020-06-24 10:04:21",785245
"TCB",16.80,"2020-06-24 10:04:21",785247
"HUMB",68.00,"2020-06-24 10:34:21",785263
"TCB",20.30,"2020-06-24 10:34:21",785265
"HUMB",57.00,"2020-06-25 09:04:21",786703
"TCB",25.60,"2020-06-25 09:04:21",786705
"HUMB",57.00,"2020-06-25 09:19:21",786721
"HUMB",49.00,"2020-06-25 09:49:22",786757
"TCB",27.50,"2020-06-25 09:49:22",786759
"TCB",25.30,"2020-06-25 09:19:21",786723
"HUMB",50.00,"2020-06-25 10:04:21",786775
"TCB",27.20,"2020-06-25 10:04:21",786777
"HUMB",44.00,"2020-06-25 10:19:21",786793
"TCB",27.90,"2020-06-25 10:19:21",786795
"HUMB",51.00,"2020-06-25 10:34:21",786811
"TCB",26.10,"2020-06-25 10:34:21",786813
"HUMB",44.00,"2020-06-25 10:49:22",786829
"TCB",25.70,"2020-06-25 10:49:22",786831
"HUMB",51.00,"2020-06-25 09:34:21",786739
"TCB",26.30,"2020-06-25 09:34:21",786741
"HUMB",98.00,"2020-06-26 09:19:21",788287
"TCB",19.70,"2020-06-26 09:19:21",788289
"HUMB",100.00,"2020-06-26 09:34:21",788305
"TCB",19.80,"2020-06-26 09:34:21",788307
"HUMB",80.00,"2020-06-26 09:49:21",788323
"TCB",22.60,"2020-06-26 09:49:21",788325
"HUMB",73.00,"2020-06-26 10:04:22",788341
"HUMB",63.00,"2020-06-26 10:34:22",788377
"TCB",26.20,"2020-06-26 10:34:22",788379
"TCB",23.80,"2020-06-26 10:04:22",788343
"HUMB",57.00,"2020-06-26 10:49:21",788386
"TCB",27.50,"2020-06-26 10:49:21",788388
"HUMB",61.00,"2020-06-26 10:19:21",788359
"TCB",25.60,"2020-06-26 10:19:21",788361
"HUMB",67.00,"2020-06-27 09:04:21",789835
"TCB",26.70,"2020-06-27 09:04:21",789837
"HUMB",61.00,"2020-06-27 09:19:21",789853
"TCB",27.80,"2020-06-27 09:19:21",789855
"HUMB",51.00,"2020-06-28 09:19:21",795266
"HUMB",63.00,"2020-06-27 09:34:22",789871
"TCB",27.10,"2020-06-27 09:34:22",789873
"HUMB",61.00,"2020-06-27 09:49:21",789889
"TCB",26.90,"2020-06-27 09:49:21",789891
"HUMB",64.00,"2020-06-27 10:04:21",789907
"TCB",26.70,"2020-06-27 10:04:21",789909
"HUMB",64.00,"2020-06-27 10:19:21",789925
"TCB",26.80,"2020-06-27 10:19:21",789927
"HUMB",64.00,"2020-06-27 10:34:21",789943
"TCB",26.90,"2020-06-27 10:34:21",789945
"HUMB",60.00,"2020-06-27 10:49:22",789961
"TCB",27.40,"2020-06-27 10:49:22",789963
"TCB",29.70,"2020-06-28 09:19:21",795268
"HUMB",48.00,"2020-06-28 09:34:22",795275
"TCB",31.30,"2020-06-28 09:34:22",795277
"HUMB",48.00,"2020-06-28 09:49:21",795293
"TCB",31.80,"2020-06-28 09:49:21",795295
"HUMB",42.00,"2020-06-28 10:04:21",795311
"TCB",32.20,"2020-06-28 10:04:21",795313
"HUMB",42.00,"2020-06-28 10:19:21",795329
"TCB",31.60,"2020-06-28 10:19:21",795331
"HUMB",50.00,"2020-06-28 10:34:21",795347
"TCB",30.80,"2020-06-28 10:34:21",795349
"HUMB",47.00,"2020-06-28 10:49:21",795365
"TCB",30.70,"2020-06-28 10:49:21",795367
"HUMB",100.00,"2020-06-29 09:49:21",796871
"TCB",17.30,"2020-06-29 09:49:21",796873
"HUMB",100.00,"2020-06-29 10:04:21",796889
"TCB",17.30,"2020-06-29 10:04:21",796891
"HUMB",100.00,"2020-06-29 10:19:21",796907
"HUMB",100.00,"2020-06-29 09:04:22",796817
"TCB",17.20,"2020-06-29 09:04:22",796819
"HUMB",100.00,"2020-06-29 09:19:22",796835
"TCB",17.60,"2020-06-29 10:19:21",796909
"TCB",17.20,"2020-06-29 09:19:22",796837
"HUMB",100.00,"2020-06-29 10:34:22",796916
"HUMB",100.00,"2020-06-29 09:34:22",796853
"TCB",17.40,"2020-06-29 09:34:22",796855
"TCB",17.40,"2020-06-29 10:34:22",796918
"HUMB",100.00,"2020-06-29 10:49:22",796934
"TCB",17.60,"2020-06-29 10:49:22",796936
"HUMB",56.00,"2020-06-30 09:04:21",798527
"TCB",24.70,"2020-06-30 09:04:21",798529
"HUMB",58.00,"2020-06-30 09:19:21",798545
"TCB",25.70,"2020-06-30 09:19:21",798547
"HUMB",69.00,"2020-06-30 09:34:22",798563
"HUMB",44.00,"2020-06-30 10:34:22",798626
"TCB",25.10,"2020-06-30 10:34:22",798628
"TCB",22.40,"2020-06-30 09:34:22",798565
"HUMB",71.00,"2020-06-30 09:49:22",798581
"HUMB",43.00,"2020-06-30 10:49:21",798644
"TCB",27.40,"2020-06-30 10:49:21",798646
"TCB",21.30,"2020-06-30 09:49:22",798583
"HUMB",49.00,"2020-06-30 10:04:22",798599
"TCB",25.30,"2020-06-30 10:04:22",798601
"HUMB",43.00,"2020-06-30 10:19:21",798608
"TCB",27.90,"2020-06-30 10:19:21",798610
"HUMB",48.00,"2020-07-01 09:04:21",800075
"TCB",27.70,"2020-07-01 09:04:21",800077
"HUMB",49.00,"2020-07-01 09:19:22",800093
"TCB",27.40,"2020-07-01 09:19:22",800095
"HUMB",45.00,"2020-07-01 09:34:21",800111
"TCB",29.90,"2020-07-01 09:34:21",800113
"HUMB",58.00,"2020-07-02 09:04:21",801959
"HUMB",44.00,"2020-07-01 09:49:22",800129
"TCB",30.50,"2020-07-01 09:49:22",800131
"HUMB",42.00,"2020-07-01 10:04:21",800147
"TCB",30.80,"2020-07-01 10:04:21",800149
"HUMB",41.00,"2020-07-01 10:19:21",800165
"TCB",30.70,"2020-07-01 10:19:21",800167
"HUMB",46.00,"2020-07-01 10:34:21",800183
"TCB",30.20,"2020-07-01 10:34:21",800185
"HUMB",56.00,"2020-07-02 10:04:21",802031
"TCB",28.90,"2020-07-02 10:04:21",802033
"HUMB",56.00,"2020-07-02 10:19:22",802049
"TCB",29.80,"2020-07-02 10:19:22",802051
"HUMB",51.00,"2020-07-02 10:34:21",802067
"TCB",29.80,"2020-07-02 10:34:21",802069
"HUMB",51.00,"2020-07-02 10:49:21",802085
"TCB",29.50,"2020-07-02 10:49:21",802087
"TCB",27.60,"2020-07-02 09:04:21",801961
"HUMB",60.00,"2020-07-02 09:19:22",801977
"TCB",27.50,"2020-07-02 09:19:22",801979
"HUMB",58.00,"2020-07-02 09:34:22",801995
"TCB",27.60,"2020-07-02 09:34:22",801997
"HUMB",58.00,"2020-07-02 09:49:22",802013
"TCB",28.90,"2020-07-02 09:49:22",802015
"HUMB",75.00,"2020-07-03 10:19:21",803786
"HUMB",90.00,"2020-07-03 09:04:21",803696
"TCB",19.70,"2020-07-03 09:04:21",803698
"TCB",22.40,"2020-07-03 10:19:21",803788
"HUMB",92.00,"2020-07-03 09:19:22",803714
"TCB",19.70,"2020-07-03 09:19:22",803716
"HUMB",67.00,"2020-07-03 10:34:22",803804
"HUMB",91.00,"2020-07-03 09:34:21",803732
"TCB",20.40,"2020-07-03 09:34:21",803734
"HUMB",90.00,"2020-07-03 09:49:22",803750
"TCB",20.70,"2020-07-03 09:49:22",803752
"TCB",24.40,"2020-07-03 10:34:22",803806
"HUMB",62.00,"2020-07-03 10:49:21",803813
"HUMB",73.00,"2020-07-03 10:04:21",803768
"TCB",24.80,"2020-07-03 10:49:21",803815
"TCB",23.20,"2020-07-03 10:04:21",803770
"HUMB",42.00,"2020-07-04 09:04:22",805469
"TCB",26.20,"2020-07-04 09:04:22",805471
"HUMB",45.00,"2020-07-04 09:19:21",805487
"HUMB",39.00,"2020-07-04 09:49:21",805523
"TCB",27.30,"2020-07-04 09:49:21",805525
"TCB",25.30,"2020-07-04 09:19:21",805489
"HUMB",35.00,"2020-07-04 09:34:22",805505
"HUMB",38.00,"2020-07-04 10:04:22",805541
"TCB",26.40,"2020-07-04 10:04:22",805543
"TCB",28.10,"2020-07-04 09:34:22",805507
"HUMB",37.00,"2020-07-04 10:19:21",805559
"TCB",27.30,"2020-07-04 10:19:21",805561
"HUMB",56.00,"2020-07-06 09:04:22",808973
"HUMB",43.00,"2020-07-04 10:34:22",805577
"TCB",27.20,"2020-07-04 10:34:22",805579
"HUMB",37.00,"2020-07-04 10:49:21",805595
"TCB",27.20,"2020-07-04 10:49:21",805597
"HUMB",44.00,"2020-07-05 09:04:21",807035
"TCB",27.40,"2020-07-05 09:04:21",807037
"HUMB",39.00,"2020-07-05 09:34:21",807062
"TCB",30.20,"2020-07-05 09:34:21",807064
"HUMB",40.00,"2020-07-05 09:49:21",807080
"TCB",30.40,"2020-07-05 09:49:21",807082
"HUMB",41.00,"2020-07-05 10:04:21",807098
"TCB",30.40,"2020-07-05 10:04:21",807100
"HUMB",41.00,"2020-07-05 10:19:21",807116
"TCB",30.50,"2020-07-05 10:19:21",807118
"HUMB",44.00,"2020-07-06 09:34:22",809009
"TCB",30.50,"2020-07-06 09:34:22",809011
"HUMB",41.00,"2020-07-06 09:49:21",809027
"TCB",32.10,"2020-07-06 09:49:21",809029
"HUMB",51.00,"2020-07-06 10:04:21",809045
"TCB",28.70,"2020-07-06 10:04:21",809047
"HUMB",37.00,"2020-07-06 10:19:21",809063
"TCB",33.40,"2020-07-06 10:19:21",809065
"HUMB",41.00,"2020-07-06 10:34:21",809081
"TCB",32.20,"2020-07-06 10:34:21",809083
"HUMB",44.00,"2020-07-06 10:49:22",809099
"TCB",30.20,"2020-07-06 10:49:22",809101
"TCB",26.50,"2020-07-06 09:04:22",808975
"HUMB",49.00,"2020-07-06 09:19:21",808991
"TCB",29.70,"2020-07-06 09:19:21",808993
"HUMB",50.00,"2020-07-07 09:49:21",810773
"TCB",19.70,"2020-07-07 09:49:21",810775
"HUMB",52.00,"2020-07-07 10:04:21",810791
"TCB",19.20,"2020-07-07 10:04:21",810793
"HUMB",51.00,"2020-07-07 10:19:21",810800
"HUMB",50.00,"2020-07-07 09:04:22",810728
"TCB",20.70,"2020-07-07 10:19:21",810802
"TCB",19.80,"2020-07-07 09:04:22",810730
"HUMB",50.00,"2020-07-07 10:34:22",810809
"HUMB",51.00,"2020-07-07 09:19:22",810746
"TCB",18.20,"2020-07-07 09:19:22",810748
"TCB",21.10,"2020-07-07 10:34:22",810811
"HUMB",41.00,"2020-07-15 09:34:22",825878
"HUMB",39.00,"2020-07-15 10:04:22",825921
"TCB",26.80,"2020-07-15 10:04:22",825923
"TCB",27.50,"2020-07-15 09:34:22",825880
"HUMB",54.00,"2020-07-16 10:19:21",828596
"HUMB",40.00,"2020-07-15 10:19:21",825947
"TCB",25.40,"2020-07-15 10:19:21",825949
"HUMB",40.00,"2020-07-15 10:34:22",825964
"TCB",25.10,"2020-07-15 10:34:22",825966
"HUMB",43.00,"2020-07-15 10:49:21",825990
"TCB",24.40,"2020-07-15 10:49:21",825992
"HUMB",59.00,"2020-07-16 09:04:21",828466
"TCB",22.20,"2020-07-16 09:04:21",828468
"HUMB",62.00,"2020-07-16 09:19:21",828492
"TCB",22.80,"2020-07-16 09:19:21",828494
"HUMB",52.00,"2020-07-16 09:34:21",828518
"TCB",23.60,"2020-07-16 09:34:21",828520
"HUMB",54.00,"2020-07-16 09:49:21",828544
"TCB",23.50,"2020-07-16 09:49:21",828546
"HUMB",55.00,"2020-07-16 10:04:22",828570
"TCB",23.90,"2020-07-16 10:04:22",828572
"TCB",23.60,"2020-07-16 10:19:21",828598
"HUMB",50.00,"2020-07-16 10:34:22",828622
"TCB",23.20,"2020-07-16 10:34:22",828624
"HUMB",55.00,"2020-07-16 10:49:21",828648
"TCB",22.50,"2020-07-16 10:49:21",828650
"HUMB",54.00,"2020-07-17 09:04:21",830998
"TCB",19.80,"2020-07-17 09:04:21",831000
"HUMB",54.00,"2020-07-17 09:19:21",831024
"TCB",21.40,"2020-07-17 09:19:21",831026
"HUMB",91.00,"2020-07-17 10:34:22",831136
"HUMB",97.00,"2020-07-17 09:49:21",831058
"TCB",16.90,"2020-07-17 10:34:22",831138
"HUMB",56.00,"2020-07-17 10:49:22",831162
"TCB",20.90,"2020-07-17 10:49:22",831164
"TCB",13.70,"2020-07-17 09:49:21",831060
"HUMB",98.00,"2020-07-17 10:04:21",831084
"TCB",13.60,"2020-07-17 10:04:21",831086
"HUMB",97.00,"2020-07-17 10:19:21",831110
"TCB",14.30,"2020-07-17 10:19:21",831112
"HUMB",77.00,"2020-07-18 09:04:22",833647
"TCB",19.60,"2020-07-18 09:04:22",833649
"HUMB",77.00,"2020-07-18 09:19:21",833673
"TCB",19.50,"2020-07-18 09:19:21",833675
"HUMB",79.00,"2020-07-18 09:34:21",833690
"TCB",18.80,"2020-07-18 09:34:21",833692
"HUMB",79.00,"2020-07-18 10:04:22",833733
"HUMB",78.00,"2020-07-18 09:49:21",833707
"TCB",19.90,"2020-07-18 09:49:21",833709
"TCB",19.90,"2020-07-18 10:04:22",833735
"HUMB",79.00,"2020-07-18 10:19:21",833759
"TCB",19.80,"2020-07-18 10:19:21",833761
"HUMB",77.00,"2020-07-18 10:34:21",833785
"TCB",19.70,"2020-07-18 10:34:21",833787
"HUMB",84.00,"2020-07-18 10:49:21",833800
"TCB",19.70,"2020-07-18 10:49:21",833802
"HUMB",60.00,"2020-07-19 09:19:22",836088
"TCB",26.40,"2020-07-19 09:19:22",836090
"HUMB",55.00,"2020-07-19 09:34:21",836114
"TCB",28.30,"2020-07-19 09:34:21",836116
"HUMB",56.00,"2020-07-19 09:49:22",836140
"TCB",27.50,"2020-07-19 09:49:22",836142
"HUMB",52.00,"2020-07-19 10:04:21",836166
"TCB",28.20,"2020-07-19 10:04:21",836168
"HUMB",45.00,"2020-07-20 10:04:21",838491
"HUMB",58.00,"2020-07-19 10:19:22",836192
"TCB",25.70,"2020-07-19 10:19:22",836194
"HUMB",52.00,"2020-07-19 10:34:21",836218
"TCB",28.50,"2020-07-19 10:34:21",836220
"HUMB",51.00,"2020-07-19 10:49:21",836244
"TCB",27.50,"2020-07-19 10:49:21",836246
"HUMB",62.00,"2020-07-20 09:04:22",838387
"TCB",27.10,"2020-07-20 09:04:22",838389
"HUMB",53.00,"2020-07-20 09:19:21",838413
"TCB",28.20,"2020-07-20 09:19:21",838415
"HUMB",46.00,"2020-07-20 09:34:22",838439
"TCB",30.10,"2020-07-20 09:34:22",838441
"HUMB",46.00,"2020-07-20 09:49:22",838465
"TCB",29.80,"2020-07-20 09:49:22",838467
"TCB",31.70,"2020-07-20 10:04:21",838493
"HUMB",41.00,"2020-07-20 10:19:22",838517
"TCB",31.70,"2020-07-20 10:19:22",838519
"HUMB",48.00,"2020-07-20 10:49:22",838560
"TCB",29.80,"2020-07-20 10:49:22",838562
"HUMB",100.00,"2020-07-21 09:04:21",840946
"TCB",18.40,"2020-07-21 09:04:21",840948
"HUMB",98.00,"2020-07-21 09:49:21",841024
"TCB",19.50,"2020-07-21 09:49:21",841026
"HUMB",100.00,"2020-07-21 09:19:22",840972
"HUMB",95.00,"2020-07-21 10:04:22",841050
"TCB",21.20,"2020-07-21 10:04:22",841052
"TCB",18.60,"2020-07-21 09:19:22",840974
"HUMB",100.00,"2020-07-21 09:34:21",840998
"HUMB",73.00,"2020-07-21 10:19:22",841076
"TCB",23.30,"2020-07-21 10:19:22",841078
"TCB",19.30,"2020-07-21 09:34:21",841000
"HUMB",70.00,"2020-07-21 10:34:21",841102
"TCB",23.10,"2020-07-21 10:34:21",841104
"HUMB",43.00,"2020-07-22 09:04:21",843765
"HUMB",77.00,"2020-07-21 10:49:22",841128
"TCB",21.40,"2020-07-21 10:49:22",841130
"TCB",24.50,"2020-07-22 09:04:21",843767
"HUMB",44.00,"2020-07-22 09:19:22",843792
"TCB",24.40,"2020-07-22 09:19:22",843794
"HUMB",39.00,"2020-07-22 09:49:22",843844
"TCB",26.30,"2020-07-22 09:49:22",843846
"HUMB",43.00,"2020-07-22 10:04:21",843870
"TCB",25.30,"2020-07-22 10:04:21",843872
